time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-10-23T01:37:22.266Z,38.1307,74.0706,158.973,4.5,mb,32,227,3.74,0.48,us,us7000nrcx,2024-11-13T23:27:31.040Z,"10 km ESE of Murghob, Tajikistan",earthquake,9.55,8.154,0.135,16,reviewed,us,us
2024-10-22T22:18:04.096Z,16.717,-99.1767,56.281,4.9,mww,103,158,1.024,0.78,us,us7000nmi9,2024-10-29T07:54:05.040Z,"5 km W of Cruz Grande, Mexico",earthquake,8.85,7.513,0.053,34,reviewed,us,us
2024-10-22T19:49:32.406Z,2.7718,-84.4081,10,4.6,mb,69,80,5.748,0.83,us,us7000nmhe,2024-11-11T21:08:34.040Z,"off the coast of Central America",earthquake,9.71,1.869,0.073,55,reviewed,us,us
2024-10-22T19:43:33.733Z,-13.6417,66.05,10,4.6,mb,20,157,58.008,0.71,us,us7000nr6r,2024-11-11T21:21:57.040Z,"Mid-Indian Ridge",earthquake,13.81,1.865,0.172,11,reviewed,us,us
2024-10-22T18:14:17.547Z,5.6923,126.344,10,4.5,mb,36,128,1.565,0.71,us,us7000nr6m,2024-11-11T20:17:23.040Z,"76 km SSE of Pondaguitan, Philippines",earthquake,10.59,1.813,0.108,25,reviewed,us,us
2024-10-22T15:45:37.516Z,-23.872,-179.6709,462.72,5.5,mww,108,73,5.574,0.5,us,us7000nmg9,2024-11-15T22:31:07.113Z,"south of the Fiji Islands",earthquake,10.57,5.99,0.073,18,reviewed,us,us
2024-10-22T12:48:54.037Z,-1.0635,127.374,10,4.9,mb,86,80,1.823,0.52,us,us7000nmeb,2024-10-22T13:36:14.040Z,"49 km SSW of Labuha, Indonesia",earthquake,6.78,1.852,0.07,67,reviewed,us,us
2024-10-22T12:43:52.670Z,-7.861,108.3777,89.798,4.9,mb,63,28,0.823,0.79,us,us7000nmea,2024-11-14T20:57:21.551Z,"56 km SSE of Kawalu, Indonesia",earthquake,6.92,6.37,0.082,47,reviewed,us,us
2024-10-22T12:35:42.942Z,1.1321,127.1007,159.321,4.5,mb,46,54,0.446,0.68,us,us7000nme9,2024-10-28T08:51:03.040Z,"49 km NW of Ternate, Indonesia",earthquake,8.01,5.483,0.089,37,reviewed,us,us
2024-10-22T12:08:33.285Z,-3.048,147.4333,10,5,mb,57,49,4.855,0.61,us,us7000nme7,2024-10-23T13:29:06.040Z,"113 km S of Lorengau, Papua New Guinea",earthquake,7.1,1.843,0.085,44,reviewed,us,us
2024-10-22T02:36:18.550Z,-6.0558,130.3665,10,5.1,mb,78,43,1.591,0.58,us,us7000nmcs,2024-11-12T01:39:42.040Z,"268 km W of Tual, Indonesia",earthquake,6.97,1.733,0.077,54,reviewed,us,us
2024-10-22T01:12:37.193Z,36.1641,141.3193,35,4.5,mb,40,151,2.539,0.59,us,us7000nmck,2024-11-11T23:19:19.040Z,"64 km ENE of Kashima-shi, Japan",earthquake,9.28,1.951,0.11,24,reviewed,us,us
2024-10-21T20:25:35.787Z,-17.7732,-178.6631,556.614,4.7,mb,94,72,2.279,0.68,us,us7000nmby,2024-11-09T17:03:53.040Z,"216 km E of Levuka, Fiji",earthquake,11.52,6.61,0.028,393,reviewed,us,us
2024-10-21T19:22:50.877Z,-1.1008,127.443,10,4.5,mb,32,105,1.861,0.67,us,us7000nmbm,2024-11-09T16:57:14.040Z,"52 km S of Labuha, Indonesia",earthquake,7.78,1.798,0.115,22,reviewed,us,us
2024-10-21T16:02:44.463Z,-17.5017,-178.2268,535.852,4.6,mb,76,111,2.515,0.81,us,us7000nmav,2024-11-10T18:14:22.040Z,"267 km ENE of Levuka, Fiji",earthquake,13.02,6.953,0.065,71,reviewed,us,us
2024-10-21T15:15:13.675Z,-1.1539,127.3576,10,4.7,mb,45,66,1.913,0.72,us,us6000p03l,2024-11-10T16:37:14.040Z,"59 km SSW of Labuha, Indonesia",earthquake,6.82,1.869,0.099,31,reviewed,us,us
2024-10-21T14:11:32.872Z,42.7601,143.6798,118.661,4.6,mb,102,76,0.839,0.53,us,us6000p02e,2024-11-10T16:18:06.810Z,"6 km SSE of Honchō, Japan",earthquake,7.01,2.046,0.046,141,reviewed,us,us
2024-10-21T08:35:08.646Z,-1.093,127.4696,10,5,mb,43,83,1.855,0.56,us,us6000p00d,2024-10-21T08:53:33.040Z,"51 km S of Labuha, Indonesia",earthquake,5.88,1.755,0.097,34,reviewed,us,us
2024-10-21T08:24:06.089Z,-1.1634,127.3904,10,5.2,mb,68,77,1.922,0.5,us,us6000p00b,2024-10-21T08:40:51.040Z,"60 km S of Labuha, Indonesia",earthquake,7.11,1.865,0.072,63,reviewed,us,us
2024-10-21T08:08:33.226Z,-1.1854,127.2924,10,4.9,mb,43,82,1.945,0.59,us,us6000p00a,2024-10-21T08:30:52.040Z,"65 km SSW of Labuha, Indonesia",earthquake,6.74,1.886,0.087,41,reviewed,us,us
2024-10-21T06:32:35.642Z,-1.0991,127.4181,10,5.7,mb,72,78,1.859,0.67,us,us6000p000,2024-10-22T06:36:04.138Z,"52 km S of Labuha, Indonesia",earthquake,5.15,1.841,0.049,150,reviewed,us,us
2024-10-21T06:09:39.122Z,-17.9663,-178.562,569.439,4.5,mb,37,95,2.469,0.86,us,us6000nzzw,2024-10-22T07:58:51.040Z,"224 km E of Levuka, Fiji",earthquake,11.06,8.19,0.099,30,reviewed,us,us
2024-10-21T05:35:49.196Z,52.6667,172.4989,43.229,5,mb,114,110,3.794,0.58,us,us6000nzzt,2024-11-15T05:45:59.647Z,"50 km WSW of Attu Station, Alaska",earthquake,9.32,7.33,0.029,388,reviewed,us,us
2024-10-21T04:58:11.134Z,-7.5198,127.8825,142.002,4.5,mb,23,76,3.593,0.74,us,us7000nqns,2024-11-10T05:04:35.040Z,"147 km NE of Lospalos, Timor Leste",earthquake,12.24,9.855,0.171,10,reviewed,us,us
2024-10-21T04:17:54.412Z,-1.0815,127.4653,10,4.5,mb,33,82,1.843,0.42,us,us7000nqnq,2024-11-10T03:58:56.040Z,"50 km S of Labuha, Indonesia",earthquake,7.07,1.893,0.121,20,reviewed,us,us
2024-10-21T04:12:15.170Z,-1.1441,127.4188,10,5.1,mww,97,30,1.904,0.68,us,us6000nzzb,2024-11-10T03:50:36.040Z,"57 km S of Labuha, Indonesia",earthquake,5.77,1.671,0.073,18,reviewed,us,us
2024-10-21T04:10:23.009Z,-1.0986,127.3707,10,4.8,mb,56,59,1.858,0.79,us,us6000nzza,2024-11-10T01:57:03.040Z,"53 km SSW of Labuha, Indonesia",earthquake,6.99,1.874,0.088,40,reviewed,us,us
2024-10-21T03:53:05.041Z,-1.1704,127.2159,10,4.8,mb,46,57,1.935,0.76,us,us6000nzz3,2024-11-10T01:29:43.040Z,"66 km SSW of Labuha, Indonesia",earthquake,3.82,1.868,0.102,30,reviewed,us,us
2024-10-21T03:42:48.790Z,-1.0938,127.2738,10,4.5,mb,32,110,1.855,0.58,us,us7000nqnp,2024-11-10T01:23:47.040Z,"56 km SSW of Labuha, Indonesia",earthquake,8.83,1.902,0.121,20,reviewed,us,us
2024-10-21T03:24:16.325Z,-1.1761,127.4439,16,5.8,mww,111,26,1.936,0.75,us,us6000nzyn,2024-11-10T00:16:32.594Z,"61 km S of Labuha, Indonesia",earthquake,5.85,1.353,0.055,32,reviewed,us,us
2024-10-21T02:41:51.845Z,-28.1506,-175.9643,10,4.5,mb,16,265,2.044,1.1,us,us7000nqnn,2024-11-09T23:18:58.040Z,"Kermadec Islands region",earthquake,13.36,1.995,0.15,13,reviewed,us,us
2024-10-20T23:22:17.612Z,-12.4872,166.9743,203.748,4.5,mb,70,101,8.421,0.38,us,us6000nzxu,2024-11-14T04:28:03.040Z,"165 km NNW of Sola, Vanuatu",earthquake,12.43,7.467,0.071,58,reviewed,us,us
2024-10-20T22:59:40.692Z,-30.8915,-68.7295,107.059,5.7,mww,219,26,0.653,0.73,us,us6000nzxj,2024-11-14T06:11:40.244Z,"63 km NNW of San Martín, Argentina",earthquake,6.28,4.086,0.032,95,reviewed,us,us
2024-10-20T18:31:41.560Z,-11.4561,166.1707,81.085,4.5,mb,42,140,6.441,0.56,us,us7000nqn1,2024-11-09T14:53:42.040Z,"90 km SSE of Lata, Solomon Islands",earthquake,4.38,7.528,0.092,35,reviewed,us,us
2024-10-20T18:05:25.762Z,-4.1673,152.7611,72.575,4.5,mb,26,109,0.596,0.49,us,us6000nzwp,2024-11-09T13:44:37.040Z,"58 km ENE of Kokopo, Papua New Guinea",earthquake,9.52,5.061,0.124,19,reviewed,us,us
2024-10-20T17:44:49.716Z,39.3464,73.5829,10,4.6,mb,77,86,1.354,0.77,us,us6000nzwl,2024-11-09T13:47:42.040Z,"108 km S of Gul’cha, Kyrgyzstan",earthquake,6.25,1.887,0.068,64,reviewed,us,us
2024-10-20T16:20:41.025Z,-9.3889,161.4662,10,4.5,mb,19,140,1.499,1.11,us,us7000nqmr,2024-11-09T14:50:37.040Z,"108 km SE of Auki, Solomon Islands",earthquake,7.97,1.937,0.191,10,reviewed,us,us
2024-10-20T16:13:51.494Z,5.2988,94.31,64.394,4.6,mb,47,131,2.627,0.83,us,us6000nzwe,2024-11-09T14:42:38.040Z,"116 km WSW of Banda Aceh, Indonesia",earthquake,7.87,7.962,0.076,56,reviewed,us,us
2024-10-20T13:56:17.030Z,-23.1028,-66.3751,225.005,4.5,mb,27,72,2.953,0.8,us,us6000nzw3,2024-11-08T21:08:22.040Z,"72 km W of El Aguilar, Argentina",earthquake,7.05,8.86,0.136,16,reviewed,us,us
2024-10-20T12:31:07.587Z,-21.8931,-179.5015,591.313,5.5,mww,75,58,4.725,0.65,us,us6000nzvu,2024-11-09T08:19:08.288Z,"Fiji region",earthquake,11.03,7.534,0.068,21,reviewed,us,us
2024-10-20T10:06:51.920Z,-24.5689,-177.1379,154.518,4.8,mb,56,107,4.711,1.01,us,us6000nzve,2024-11-09T09:26:34.040Z,"south of the Fiji Islands",earthquake,11.34,6.755,0.044,163,reviewed,us,us
2024-10-20T10:00:01.194Z,13.8634,92.8425,17.641,4.7,mb,24,102,6.114,1.06,us,us7000nqmm,2024-11-09T09:57:56.040Z,"239 km N of Bamboo Flat, India",earthquake,9.86,4.143,0.147,14,reviewed,us,us
2024-10-20T09:09:00.541Z,-5.5106,154.2549,133.911,4.8,mb,58,90,2.462,0.98,us,us6000nzv6,2024-11-09T09:37:57.040Z,"162 km WNW of Panguna, Papua New Guinea",earthquake,8.57,4.445,0.064,74,reviewed,us,us
2024-10-20T08:02:37.802Z,-29.1675,-71.0128,68.255,4.7,mb,54,131,0.315,0.62,us,us6000nzux,2024-11-09T08:07:37.294Z,"70 km SSW of Vallenar, Chile",earthquake,4.23,2.789,0.052,112,reviewed,us,us
2024-10-20T05:24:49.031Z,0.3682,121.0182,107.402,4.6,mb,26,136,0.775,1.14,us,us6000nzu9,2024-11-09T07:56:29.040Z,"190 km NE of Palu, Indonesia",earthquake,6.76,6.792,0.125,19,reviewed,us,us
2024-10-20T04:44:42.987Z,3.5772,127.8858,79.634,4.8,mb,56,109,2.835,0.73,us,us6000nzu5,2024-11-09T00:39:04.040Z,"204 km N of Tobelo, Indonesia",earthquake,9.09,7.291,0.092,39,reviewed,us,us
2024-10-20T00:51:12.994Z,-35.8843,-103.3627,10,4.6,mb,15,155,25.269,1.33,us,us7000nqmc,2024-11-14T02:24:39.040Z,"southeast of Easter Island",earthquake,16.55,1.926,0.158,12,reviewed,us,us
2024-10-19T23:37:48.826Z,42.9381,145.0497,109.239,4.6,mb,52,179,1.677,1.04,us,us6000nzt2,2024-11-12T03:23:29.040Z,"19 km SE of Akkeshi, Japan",earthquake,10.23,8.126,0.088,39,reviewed,us,us
2024-10-19T23:02:34.502Z,-30.061,-177.006,10,4.5,mb,18,223,1.126,1.05,us,us7000nqgi,2024-11-14T03:32:08.040Z,"Kermadec Islands, New Zealand",earthquake,12.85,1.994,0.15,13,reviewed,us,us
2024-10-19T22:26:15.835Z,-26.3158,-68.8537,106.629,4.6,mb,106,46,1.576,0.85,us,us6000nzsk,2024-11-12T03:48:02.040Z,"119 km E of Diego de Almagro, Chile",earthquake,7.78,6.817,0.056,94,reviewed,us,us
2024-10-19T18:46:45.159Z,-30.7132,-175.6455,10,4.5,mb,10,250,2.447,0.51,us,us6000nzrz,2024-11-14T17:56:40.040Z,"Kermadec Islands region",earthquake,10.18,2.026,0.131,17,reviewed,us,us
2024-10-19T18:07:13.624Z,0.4909,119.9077,62.475,5.2,mww,200,17,1.069,0.62,us,us6000nzru,2024-11-14T17:24:38.040Z,"154 km N of Palu, Indonesia",earthquake,5.64,4.382,0.078,16,reviewed,us,us
2024-10-19T17:29:14.193Z,-6.0549,146.685,55.903,4.7,mb,98,43,3.361,0.65,us,us6000nzrq,2024-11-14T17:02:45.961Z,"81 km NNW of Lae, Papua New Guinea",earthquake,7.07,6.841,0.06,88,reviewed,us,us
2024-10-19T15:36:20.357Z,5.284,94.2863,54.158,4.6,mb,70,75,2.65,0.83,us,us6000nzrf,2024-11-13T22:20:19.040Z,"119 km WSW of Banda Aceh, Indonesia",earthquake,9.1,6.86,0.072,62,reviewed,us,us
2024-10-19T15:28:07.389Z,-17.2026,-173.5318,35,4.5,mb,10,128,3.683,1.13,us,us7000nqge,2024-11-13T21:44:52.040Z,"140 km SSE of Hihifo, Tonga",earthquake,5.32,1.955,0.205,9,reviewed,us,us
2024-10-19T13:38:02.997Z,38.7938,72.0148,10,4.6,mb,18,200,0.703,1.18,us,us6000nzr3,2024-11-08T20:49:35.040Z,"64 km SE of Karakenja, Tajikistan",earthquake,6.42,1.943,0.137,16,reviewed,us,us
2024-10-19T13:35:32.251Z,38.9758,72.5609,10,4.5,mb,19,178,0.775,0.53,us,us6000nzqu,2024-11-08T20:34:21.040Z,"70 km SSE of Kyzyl-Eshme, Kyrgyzstan",earthquake,5.81,1.929,0.15,13,reviewed,us,us
2024-10-19T13:32:20.709Z,-13.6929,66.0196,10,5.3,mww,70,40,6.541,0.65,us,us6000nzqz,2024-11-08T14:47:42.040Z,"Mid-Indian Ridge",earthquake,8.52,1.725,0.075,17,reviewed,us,us
2024-10-19T12:01:57.611Z,5.4996,-82.6346,10,4.6,mb,54,136,2.971,0.89,us,us6000nzql,2024-11-09T07:24:19.040Z,"281 km S of Burica, Panama",earthquake,6.68,1.934,0.048,129,reviewed,us,us
2024-10-19T11:41:10.568Z,37.5967,37.1395,10,4.5,mb,42,55,0.21,0.98,us,us6000nzqk,2024-11-09T07:19:37.040Z,"18 km NW of Pazarcık, Turkey",earthquake,3.52,1.617,0.113,23,reviewed,us,us
2024-10-19T07:08:29.740Z,34.7322,26.2418,15.594,4.8,mww,81,130,1.24,0.6,us,us6000nzpu,2024-11-10T13:00:36.259Z,"51 km S of Palekastro, Greece",earthquake,8.09,5.242,0.069,20,reviewed,us,us
2024-10-19T01:20:32.744Z,-56.1363,-27.9915,120.116,4.7,mb,38,96,5.207,0.76,us,us6000nzp2,2024-11-09T00:24:07.040Z,"South Sandwich Islands region",earthquake,12.48,8.67,0.086,41,reviewed,us,us
2024-10-19T00:43:33.619Z,-42.7379,-82.6385,10,4.9,mww,57,145,7.015,1.02,us,us6000nznv,2024-11-14T02:56:25.040Z,"West Chile Rise",earthquake,10.31,1.883,0.065,23,reviewed,us,us
2024-10-19T00:18:53.783Z,-18.9272,-172.7182,10,4.7,mb,28,90,2.645,0.89,us,us6000nznl,2024-11-14T02:32:28.040Z,"136 km ESE of Neiafu, Tonga",earthquake,10.15,1.896,0.112,24,reviewed,us,us
